tweet,task1,task2,pred_class
"@EGutkin Ach, einer aus dem feinen Ländchen, das bis vor Kurzem nicht nur am Nazi-Gold und -geld, sondern an dem von jedem schäbigen Diktator und Mafioso mitverdient hat... und das für das J im Pass deutscher Juden verantwortlich war, um Sie leichter abweisen und \""""ausschaffen\""zu können",OTHER,OTHER,3
"@Fleischauge @palactnet @stefanolix @_lnnen_WT @SDGMasterglass @vonBeutelratte @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva Das ist seit 1945 nicht mehr der Fall, um dies zu verhindern, wurden UN und internationales Recht geschaffen. Die Palästinafrage ist der Lakmustest dafür, ob dieses überhaupt System funktioniert. Deswegen ist es so wichtig, Alles dafür zu tun, dass sie gerecht gelöst wird.",OTHER,OTHER,3
"@MENA_WATCH @SDGMasterglass @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv Der wichtigere Satz ist wohl eher \""""Kommunen hätten hier einen breiten Gestaltungsspielraum, müssten jedoch den Gleichheitsgrundsatz beachten.\"""". |LBR| Der wird in dem Fall nicht verletzt, durch das generelle Verbot städtischen Räume für BDS-Infoveranstaltungen zu vermieten, jedoch schon",OTHER,OTHER,3
@vonBeutelratte @SDGMasterglass @palactnet @stefanolix @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva Ich hab da eine ganze Menge Videos zum Thema Nahost... kann ja mal ne Liste zusammenstellen.,OTHER,OTHER,3
@vonBeutelratte @SDGMasterglass @palactnet @stefanolix @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva Und dann viel Spaß beim Vermehren der Erkenntnisse... ;-),OTHER,OTHER,3
@vonBeutelratte @SDGMasterglass @palactnet @stefanolix @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva Dann kann ich mir ja das weitere kleinrechnen sparen...,OTHER,OTHER,3
@vonBeutelratte @SDGMasterglass @palactnet @stefanolix @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva Man hilft doch gern... ;),OTHER,OTHER,3
"@vonBeutelratte @SDGMasterglass @palactnet @stefanolix @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva Der titel lautet \""""Das Exil der Juden - Mythos und Geschichte\""""... und ich fand sie nicht auf den üblichen Plattformen oder in der mediathek, sonst hätte ich verlinkt.",OTHER,OTHER,3
"@vonBeutelratte @SDGMasterglass @palactnet @stefanolix @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva Ich würde ihnen gern eine arte Doku zum Thema zukommen lassen, ist allerdings 500 MB groß...",OTHER,OTHER,3
"@vonBeutelratte @SDGMasterglass @palactnet @stefanolix @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva Wozu erfinden Leute imaginäre Freunde zum Anbeten? Um armen Religionskranken das Geld aus der Tasche zu ziehen und Macht über sie zu erhalten. Wer zu faul ist, selbst zu arbeiten wird Priester und lässt sich durchfüttern, indem er seine Mitmenschen mit Lügen in Angst versetzt.",OTHER,OTHER,3
"@vonBeutelratte @SDGMasterglass @palactnet @stefanolix @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva Außerdem sind Hebräer und Araber sowieso nur 2 verschiedene Namen für Wellen von aus der arabischen Halbinsel in die Levante eingewanderten Nomaden. |LBR| Etymologisch betrachtet kommen beide Namen vom proto-arabischen Wort \""""abr\"""", das schlicht \""""umherziehend\""oder \""""nomadisch\"""" bedeutet",OTHER,OTHER,3
"@vonBeutelratte @SDGMasterglass @palactnet @stefanolix @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva Als die Byzantiner die Macht in Palästina übernahmen, zwangen sie die Einheimischen zur Konversion zum Christentum, später traten die meisten davon zum Islam über. Die meisten Nachfahren der antiken Hebräer sind heute also muslimischen Palästinenser...",OTHER,OTHER,3
"@vonBeutelratte @SDGMasterglass @palactnet @stefanolix @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva Wo ist denn der historische Beweis für diesen \""""Jesus\""""? Das ist eine Erfindung, eine Phantasiefigur wie Mickey Mouse.",OTHER,OTHER,3
"@vonBeutelratte @SDGMasterglass @palactnet @stefanolix @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva Jesus war gar nichts, das ist eine literarische Figur, in der Sagen und Legenden der Region zusammengefasst wurden. |LBR| Wäre er aber eine reale Person gewesen, wären jedoch seine Nachfahren heute sehr wahrscheinlich muslimische Palästinenser.",OTHER,OTHER,3
"@vonBeutelratte @SDGMasterglass @palactnet @stefanolix @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva Wir können das gern juristisch klären lassen, wenn Sie mir eine ladungsfähige Adresse zukommen lassen. Aber sie sind ja sogar zu feig, hier mit Realnamen zu diskutieren....",OTHER,OTHER,3
"@MENA_WATCH @_lnnen_WT @SDGMasterglass @vonBeutelratte @Fleischauge @palactnet @stefanolix @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva @TwitterSupport Was genau soll das nun beweisen? Dass Euer Job das Verleumden von Menschen ist, die sich für Einhaltung von Völkerrecht und Menschenrechte einsetzen? |LBR| Das ist allseits bekannt...",OFFENSE,INSULT,0
"@aryeshalicar @sigmargabriel @BILD_News @BILD_Politik @BILD Ist der ehemalige Sprecher der Israeli Terror Forces selbst ein Kriegsverbrecher, wenn er die Kriegsverbrechen der Terrororganisation, der er angehörte klein redet und beschönigt? Mit dieser Frage wird sich hoffentlich bald der Internationale Strafgerichtshof beschäftigen....",OFFENSE,ABUSE,1
"@aryeshalicar Neues vom wohl feigsten Propagandafuzzi der zionistischen Völkermörderkolonie auf den geraubten und ethnisch gesäuberten Heimatland der Palästinenser: Wenig Wahrheit und taugt nicht mal als Toilettenpapier, nicht flauschig genug...",OFFENSE,ABUSE,1
"@MENA_WATCH @_lnnen_WT @SDGMasterglass @vonBeutelratte @Fleischauge @palactnet @stefanolix @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva @TwitterSupport Das ist keine Verschwörungstheorie, sondern eine persönliche Erfahrung mit den Lobbyisten der zionistischen Kolonie, die eine Querfront von der LINKEN bis in die AfD bilden... Aber was erkläre ich das 2 Losern, die von so einem Lobbyisten durchgefüttert werden?",OFFENSE,ABUSE,1
"@AhmadMansour__ Uff, der Tokenismus in Person hat gesprochen!",OTHER,OTHER,3
"Ach, mein Lieblings-Berufslügner @aryeshalicar treibt sich ja auch auf Twitter rum. Du wirst übrigens immer pummeliger...",OFFENSE,INSULT,0
"@STOP_THE_BOMB @MENA_WATCH @HeikoMaas Ach, die kriegsbegeisterten Antideutschen Hohlkörper gibt es immer noch?",OFFENSE,INSULT,0
@MENA_WATCH @Ilona_GR_DE @CarolHakios @Kaputtnikkkk @palactnet @stefanolix @SDGMasterglass @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva @BR24 Fußball-Spezialexperte und antideutsche Hetzer Alex F. kotzt mal wieder seine völkerrechtlichen Hirngespinste ins Netz... |LBR| Der Bubi versteht doch nicht mal die Abseits-Regel richtig... *LOL*,OFFENSE,INSULT,0
"@MENA_WATCH @Ilona_GR_DE @CarolHakios @Kaputtnikkkk @palactnet @stefanolix @SDGMasterglass @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva @BR24 Das hättet ihr 2 korrupten Quartalslügner wohl gern, dass eure Lügen, Hetze und Verleumdungen unwidersprochen stehen bleiben... das wird aber nicht passieren und es werden immer mehr, die Euch outen!",OFFENSE,INSULT,0
@Ollowain_ das auf jeden. nur wird das imo demnächst nicht passieren weil es ja doch bei verschiedenen linken gruppen sympathien für den jw gibt.,OTHER,OTHER,3
"@Ollowain_ ist ja leider nicht nur in berlin so. ich meine auf jeder größeren demo siehst du die jw fahnen, im block wird getuschelt - keiner hat bock auf die aber keiner will kassieren bei einer ansage. btw sorry ob meiner polemik im ausgangstweet",OTHER,OTHER,3
hey bin in brandenburg randberlin aufgewachsen und musste mich da mit crystal nazis rumschlagen aber hab keine ahnung von antifa arbeit nein,OTHER,OTHER,3
denkt man sich meinen dummen merkava joke weg hab ich keine politischen ideale mehr geiler wirds heute nicht mehr,OFFENSE,PROFANITY,2
@loominext füge pikachu meme hier ein,OTHER,OTHER,3
@jogginghosenafa @DatFlug teils halt aber ist keine szene,OTHER,OTHER,3
@loominext siri spiele egb - antigerman audioporn und zeig mir die definition von ironischer überspitzung,OTHER,OTHER,3
@DatFlug fischerhut tragender minderjähriger druffi der sein pep in davidsternline von nem bibi bild rotzt und dabei egotronic hört ist wohl rr das bild was menschen von *der szene* haben,OFFENSE,PROFANITY,2
wer das antideutsch meme zur szene erklärt kommt halt auch aus seiner blase nicht raus,OTHER,OTHER,3
finds geil wie man mir die berliner linke und die berliner verhältnisse erklären will<U+0001F646><U+0001F3FD><U+200D><U+2642><U+FE0F>,OFFENSE,PROFANITY,2
dankbar für twitter qualifilter um nicht die volle dröhnung mitzubekommen,OTHER,OTHER,3
bitte spült mir jetzt ganz antiimp twitter in die mentions pleeeeaseee,OTHER,OTHER,3
gimme more ausgelutschte sponge gar memes und drüko emojis,OTHER,OTHER,3
"@loominext auch ne isolierte sekte kann dich bedrohen. das fängt beim beschatten auf demos an, geht zur verfolgung bis vor die haustür weiter und hört auf wenn du zusammengetreten wirst. keine ahnung was bei dir grade so durchschmorrt, dass du son rotz hier hinknallst.",OFFENSE,PROFANITY,2
@hts_1312 jajaja bete deine heldengeschichte weiter,OTHER,OTHER,3
@kneipenjenki @Vulgaerbahamit same bruder deswegen hab ich so romantische bilder im kopp,OTHER,OTHER,3
Linke die von „dem Feind“ reden sind halt auch nur Schmutz mit verstaubter Rhetorik.,OFFENSE,ABUSE,1
@MoleUnit @Vulgaerbahamit die 90er hatten aber die hässlicheren ski klamotten das ist das feeling,OTHER,OTHER,3
@Vulgaerbahamit instant bock in ski urlaub zu fahren aber in den 90ern,OTHER,OTHER,3
"Szenegossip wenn man über eine Gruppe berichtet, die momentan eine riesige Bedrohung für Berliner Linke darstellen. Bitte mehr Takes, ihr verdammten Dullis.",OFFENSE,INSULT,0
"@aneleh08151 @EdithKltzhndlr ja sie differenzieren und stellen klar, dass der hauptfeind vom jw andere linke sind. dann die rechtsoffenen strukturen und die verwicklung in die nazi szene sorry das geht gar nicht",OTHER,OTHER,3
"@aneleh08151 @EdithKltzhndlr ich heul auch nicht rum, wenn ein nazi nen strasseristen angreift. nein der jw hat sich selber disqualifiziert. wer andere linke angreift, no-go-areas ausruft und mit politischem mord droht ist kein mitstreiter sondern eine gefahr für Leib und Leben",OTHER,OTHER,3
anchmal kotzt mich der Dogmatismus der Linken so sehr an.,OFFENSE,PROFANITY,2
"uss erst die Forderung vom JW erfüllt werden „Antikommunisten totzuschlagen“ damit ihr erkennt, dass das kein schützenswerter Teil einer radikalen Linken ist?! Muss einem Antifa noch ein Messer in den Bauch gerammt werden, damit ihr die Wichser als das seht, was sie sind?",OFFENSE,ABUSE,1
@aneleh08151 @EdithKltzhndlr der jw bedroht andere linke mit dem tod. mmn wird er vom tagesspiegel als phänomen extra und losgelöst von der szene betrachtet. es sind rechtsoffene strukturen und es darf nicht die geringste solidarität geben,OTHER,OTHER,3
@sunny_mayhem @Sternenrot lel diese karte kommt mir sehr bekannt vor auge @jogginghosenafa,OTHER,OTHER,3
ey netflix gönnt mal schöne bescherung ich liebe das,OTHER,OTHER,3
@keinetheorie ja leider. der tagesspiegel artikel hat eine welle der reflexhaften solidarisierung in der linken ausgelöst die mich echt geschockt hat.,OTHER,OTHER,3
"Gerade jetzt ist es wichtig, dass sich die Linke klar vom Jugendwiderstand distanziert und diesen angreift, wenn sie nicht wollen, dass Antifa im gleichen Atemzug wie JW genannt wird. Solidarität mit diesen autoritären Schlägern ist das falsche Signal an alle.",OTHER,OTHER,3
"bullen lasst das glotzen sein, haut den schmocks die schädel ein",OFFENSE,ABUSE,1
"wenn die bullen irgendwann mal die schlägersekte aus neukölln razzt, dann mache ich mir ein bier auf und werde springerpresse teilen",OFFENSE,ABUSE,1
@jogginghosenafa hast du meine sellnerstimme im kopf bitte sag ja,OTHER,OTHER,3
@jogginghosenafa können die selber rausfinden pah,OTHER,OTHER,3
"orgen kann man Sam und mich in Schöneberg vor der Podse treffen, falls wer was klären will.",OTHER,OTHER,3
@bullenschubser @jogginghosenafa @fuelinup @DatFlug @OdiumNostrum @freiwildjaeger @verclairt @TURBOBUCHUNG wie oft er das ändert tststs,OTHER,OTHER,3
ein wöchentlich #ff : |LBR| @jogginghosenafa mit allen accounts |LBR| @Bierkrawalle |LBR| @bullenschubser |LBR| @fuelinup |LBR| @DatFlug |LBR| @OdiumNostrum |LBR| @freiwildjaeger |LBR| @verclairt |LBR| macht was draus,OTHER,OTHER,3
uss erstmal wieder alle Accounts von Sam durchgehen um up-to-date zu bleiben.,OTHER,OTHER,3
@TURBOBUCHUNG bin geblockt aber verteidigen da anarchos die maos?,OTHER,OTHER,3
@kurzehosenafa da verpasst du was sag ich dir <U+0001F44C><U+0001F3FD>,OTHER,OTHER,3
"Ganz viel Soli mit @freiwildjaeger, die aufgrund der mutigen Veröffentlichung ihrer Geschichte und ihrer Forderung das beschissene Verbot der Information über Schwangerschaftsabbrüche endlich aufzuheben Trolle und persönliche Angriffe von Fundifreaks ertragen muss.",OFFENSE,PROFANITY,2
@kneipenjenki musst mal september hin das ist die beste und günstigste zeit<U+0001F91D>,OTHER,OTHER,3
@kneipenjenki noch aus island dieses jahr,OTHER,OTHER,3
@DatFlug solange gibts das hier schon wow,OTHER,OTHER,3
1 jahr twitter ihr hunde was geht,OFFENSE,INSULT,0
"Sam staubsaugt gerade und das ist lustig, weil er sich sonst über meinen Ordnungswahn lustig macht.",OTHER,OTHER,3
@fuelinup war nur die quintessenz sowwy aber warte das kommt noch,OTHER,OTHER,3
@fuelinup alles weiße cishets hier deswegen kann das alles in den müll meine alternativen sind homofeindliche diktaturen im osten oder klerikalfaschismus im nahen osten alles besser als das SYSTEM TM der weißen alten cishets,OTHER,OTHER,3
diE aFD pRoFiTiERt aM mEisTeN vOn dEr TrAuER!,OTHER,OTHER,3
"Wie bauchlinks kann ein User bitte sein? Den ganzen Tag CNs über Tweets kommentieren und Nachmittags bisserl moralischen Schulterschluss mit Islamisten, weil die den Westen genauso hassen wie man selber. Häng dich weg alter.",OFFENSE,INSULT,0
@fuelinup manchmal wache ich auf und will fürs kalifat menschen schlachten wer kennts nicht,OFFENSE,ABUSE,1
@fuelinup was ist los mit ihm vollkommene postmoderne drönung abbekommen,OTHER,OTHER,3
@fuelinup ich war als kind eine lungenentzündung auf 2 beinen und kann das nicht mehr sehen aber ja dit hilft,OTHER,OTHER,3
"@_a_c_a_t_ das ist ein punkt, stimmt.",OTHER,OTHER,3
"@KHavaii2 bring mal deine kritik an, du held.",OTHER,OTHER,3
"Nachtrag: |LBR| Es muss eine Islamkritik her. Eine sachliche und analytische Kritik über die Aussicht auf Säkularisation, das Verhältnis von Islam zu Islamismus, die patriarchalen Verhältnisse, den Antisemitismus und die Queerfeindlichkeit. Das alles ist nicht von der AfD zu erwarten.",OTHER,OTHER,3
@_a_c_a_t_ uff ja aber wenn sie dann „passdeutsche“ menschen als fremd begreifen stimmt das doch oder? also aus faschoperspektive gesehen,OTHER,OTHER,3
Xenophobie ist keine Kritik an einer mörderischen Ideologie. Es ist vielmehr die andere Seite der gleichen Medaille.,OTHER,OTHER,3
"Wer aber bei islamistischen Anschlägen im gleichen Atemzug gegen Geflüchtete und Migrant_innen hetzt oder das Asylrecht infrage stellt, der hat keine Ahnung von den Mechanismen des Islamismus und weiß nichts über Wirkung und Radikalisierung in diesem Komplex.",OTHER,OTHER,3
"Unter #Strasbourg und #Strassburg kann man erkennen, dass die deummdeutsche rechte unter ihrer „Islamkritik“ nur ihre völkische Xenophobie versteckt. Diese neurechten „Ethnopluralisten“ haben mit dem Islamismus mehr gemein als ihnen lieb ist.",OTHER,OTHER,3
@Bierkrawalle @bullenschubser gar nit ausserdem zeigt das die chats an ihr ottos,OTHER,OTHER,3
@sueszling war auch nicht bierernst :),OTHER,OTHER,3
@jutta_ditfurth das stimmt. dann kann man sich jedoch die mühe machen schnell noch ne kleine umschreibung wann warum zu geben. glaube es stört mich sogar irrational,OTHER,OTHER,3
"@bullenschubser menschen die erst jetzt merken, dass ich deren ideologie nicht teile naja",OTHER,OTHER,3
oh es entfolgen mir menschen oh nein,OTHER,OTHER,3
"Schön ist dann der Schluss, der fast schon pointiert wirkt. Es wird versucht „Antideutsch“ als Begriff im postmodernen Kontext umzudefinieren, da man ja „auch gegen Deutschland“ sei.",OTHER,OTHER,3
"Ich erhebe mit meiner Kritik keinen Anspruch auf Vollständigkeit. Es sind nur Punkte, die mir sauer aufstoßen. Gibt unter diesem Tweet keine Diskussion. S/O an @OdiumNostrum fürs drauf aufmerksam machen.",OTHER,OTHER,3
"Die Analyse der Strukturen des Islamismus und die Kritik an einem autoritären Islam ist elementar für den Kampf gegen Antisemitismus. Wer das aufgrund der ideologischen Scheuklappen nicht will, der lehnt den Antisemitismus oberflächlich ab, kann oder will ihn aber nicht bekämpfen",OTHER,OTHER,3
"Beim Lesen des Parts über den Nah-Ost-Konflikt schüttelt es mich. Es wird nichtmal versucht, den Israelsolidarischen Schein, zu waren. Wer sich im „Nah-Ost-Konflikt“ das Recht rausnimmt, sich nicht auf einer Seite zu positionieren meint es mit der Solidarität nicht Ernst.",OTHER,OTHER,3
"„Im Zweifel für den Widerspruch“ im Missy Mag ist halt auch nur ein weiterer Versuch Antideutsche als Szene zu begreifen, die es als solche nicht gibt. An Lächerlichkeit übertrifft es den Zeit Artikel, der selbst schon zum Meme geworden ist.",OTHER,OTHER,3
auch son alman ding stundenlang zu klatschen oder,OTHER,OTHER,3
meine kleine schwester hat heute nen chello auftritt und oha ist das süß bin grad in die konzerthalle rein und sehe sie da,OTHER,OTHER,3
wie können meine eltern hier leben frage ich euch?,OTHER,OTHER,3
werde auf dem weg nach brandenburg im zug von den alten provinzfaschos begrüßt. haben mir jetzt eine station gesellschaft geleistet.,OFFENSE,ABUSE,1
@Bierkrawalle ne lass das brauch nicht noch sone kunden ey,OTHER,OTHER,3
Belasto wenn meine Normie Friends mich auf deutschen Memes bei Insta markieren. Ich meine deutsche Memes schon übel aber nutzt die DMs!,OTHER,OTHER,3
@therealwildid ergab früher mal sinn imo aber jetzt steht da „thread anzeigen“,OTHER,OTHER,3
Liebe es wenn Politiker einfach Proteste aus der „Demokratie“ rausdefinieren wollen. Imo ist das Undemokratisch.,OTHER,OTHER,3
@nichdesoziologe oida dachte das ist 2000 gestorben,OTHER,OTHER,3
"Noch nie gedacht: „Geil, dass es von diesem Song einen 8bit-Mix gibt“",OTHER,OTHER,3
@ncolnz einfach nicht sozial diese menschen,OTHER,OTHER,3
@ncolnz ohne grund eskaliert die polizei nicht das hat sie selbst zu verantworten,OTHER,OTHER,3
"arbeitsverweigerung ist vielleicht kein sehr weit gedachtes politisches ideal, dafür aber eine verdammt geile attitude",OFFENSE,PROFANITY,2
all i want for christmas is a 129a prozess gegen den jw und seine mitglieder,OTHER,OTHER,3
@gegrilltebanane danke dir :) mach ich jetzt,OTHER,OTHER,3
wisst ihr was ich richtig hasse?! menschen die drüko mit „thread“ machen anstatt normal zu retweeten.,OTHER,OTHER,3
